31977472,10263064,21686016
38346752,11421216,23737856
41390080,11784992,23737856
43659264,11396928,23737856
45244416,10986480,22717952
48066560,10981464,23737856
50356224,11049600,23737856
53055488,11082352,22717952
55480320,11149456,23737856
57884672,11197528,32126464
60153856,11243208,32126464
62447616,11286592,32126464
65216512,11352840,32126464
67338240,11394256,32126464
69746688,11453160,32126464
72060928,11515744,32126464
74403840,11583008,32126464
76726272,11635744,32126464
79048704,11684192,32126464
81317888,11729072,32126464
83615744,11787384,32126464
85889024,11843312,32126464
88223744,11926424,33158400
90292224,11935448,32126464
92725248,12023296,33158400
94973952,12058448,33158400
97284096,12142080,33158400
99459072,12271608,33158400
101707776,12318024,32138496
97800192,12374208,18478336
101003264,12408856,18478336
104230912,12470040,18478336
106508288,12511080,18478336
108785664,12582224,18478336
110768128,12585136,17458432
113291264,12677448,18478336
115412992,12753736,18478336
117678080,12811800,18478336
119992320,12842960,20575488
120004608,12934088,18478336
123871232,12932296,18478336
125546496,13012472,18478336
128565248,13059848,18478336
131051520,13112784,18478336
133382144,13118344,18478336
135725056,13154072,20575488
138027008,13257536,20575488
140337152,13298400,20575488
142659584,13363184,21607424
145211392,13399176,21607424
147611648,13456200,21607424
149938176,13502224,21607424
152326144,13565384,21607424
154615808,13613280,21607424
156934144,13661096,21607424
159281152,13706760,21607424
161656832,13751240,21607424
163926016,13803824,21607424
166195200,13862560,21607424
168480768,13906760,21607424
170840064,13956072,21607424
173088768,14009712,21607424
175398912,14038784,21607424
177672192,14094960,21607424
179945472,14155944,21607424
182218752,14195744,21607424
184492032,14248000,21607424
186888192,14349856,25801728
189419520,14392656,25801728
191807488,14463368,26833664
194101248,14502024,26833664
196460544,14559200,26833664
198737920,14641440,26833664
201052160,14677720,26833664
203337728,14701192,27865600
205746176,14784856,27865600
208101376,14814784,27865600
210182144,14846040,27865600
212455424,14895056,27865600
214732800,14947440,27865600
217419776,14995672,27865600
219836416,15084304,27865600
221978624,15133248,27865600
223850496,15158216,27865600
225906688,15118648,27865600
228761600,15165864,27865600
231251968,15253248,27865600
233443328,15313584,27865600
235606016,15361304,27865600
238190592,15416168,27865600
240254976,15448120,27865600
242532352,15504760,27865600
244793344,15538872,27865600
247074816,15620048,27865600
249360384,15678824,28897536
251498496,15749200,28897536
253980672,15792280,28897536
255664128,15832152,28897536
257433600,15870512,28897536
259776512,15932664,28897536
262098944,15964448,28897536
264515584,16045320,28897536
266821632,16106816,28897536
269115392,16149896,28897536
271384576,16193864,28897536
273727488,16251320,28897536
275849216,16276552,28897536
278110208,16328768,28897536
280547328,16392080,37286144
282701824,16410880,37286144
285028352,16450168,37286144
287408128,16517024,37286144
289648640,16557088,37286144
291983360,16620800,37286144
294281216,16664232,37286144
296849408,16718288,37286144
299122688,16747136,37286144
301461504,16812800,38318080
303767552,16854144,38318080
306040832,16913880,38318080
