33759232,10375344,22717952
38027264,10667952,23737856
40886272,10901296,23737856
43114496,10364632,23737856
44896256,9935440,22705920
47009792,9860760,21686016
48947200,9872400,21686016
51404800,9874784,21686016
53800960,9897664,21686016
56528896,9922520,21686016
56913920,9926232,21686016
57180160,9931832,21686016
57327616,9944800,21686016
57438208,9922040,21686016
57438208,9917920,21686016
57442304,9917488,21686016
57442304,9909464,21686016
57446400,9923520,21686016
57548800,9926304,21686016
57552896,9927488,21686016
57552896,9928496,21686016
57552896,9932464,21686016
57552896,9935616,21686016
57552896,9931040,21686016
57552896,9955280,21686016
57593856,9962048,21686016
57638912,9965624,21686016
57638912,9968344,21686016
57683968,9969552,21686016
51855360,9924904,15394560
52662272,9955384,15394560
53317632,9964432,15394560
53383168,9959776,15394560
53391360,9961088,15394560
53440512,10010560,15394560
53444608,10006560,15394560
53510144,10057192,16426496
53510144,10055256,16426496
53514240,10057272,16426496
53563392,10054288,16426496
53563392,10075592,16426496
53567488,10068944,16426496
53567488,10057256,16426496
53567488,10058720,16426496
53567488,10060016,16426496
53567488,10056224,16426496
53567488,10058584,16426496
53567488,10053192,16426496
53567488,10058576,16426496
53567488,10058104,16426496
53567488,10065632,16426496
53415936,10089384,16426496
53600256,10097800,16426496
53600256,10117624,16426496
53809152,10127256,16426496
53772288,10119944,16426496
53780480,10095248,16426496
53780480,10093032,16426496
53780480,10094192,16426496
53821440,10091528,18523648
53821440,10118592,18523648
53473280,10124048,18523648
53657600,10102384,18523648
53657600,10100544,18523648
53657600,10097536,18523648
53657600,10091720,18523648
53657600,10094632,18523648
53657600,10092384,18523648
53669888,10129688,18523648
53669888,10127496,18523648
53669888,10130072,18523648
53669888,10125376,18523648
53669888,10130632,18523648
53669888,10131216,18523648
53669888,10135744,18523648
53669888,10135576,18523648
53669888,10136944,18523648
53669888,10132496,18523648
53669888,10158616,18523648
53669888,10164064,18523648
53669888,10160088,18523648
53698560,10166040,18523648
53698560,10165336,18523648
53698560,10160816,18523648
53698560,10167504,18523648
53698560,10150568,18523648
53698560,10142752,18523648
53698560,10145928,18523648
53698560,10146448,18523648
53723136,10141480,18523648
53731328,10147368,18523648
53731328,10146832,18523648
53731328,10148064,18523648
53731328,10145888,18523648
53731328,10147864,18523648
53731328,10144200,18523648
53731328,10150568,18523648
53731328,10147776,18523648
53731328,10169248,18523648
53731328,10175984,18523648
53731328,10179144,18523648
53907456,10263976,18523648
53694464,10274920,18523648
53874688,10267536,18523648
54038528,10252112,18523648
54042624,10250056,18523648
54042624,10250992,18523648
54095872,10245816,18523648
54095872,10251928,18523648
54095872,10250056,18523648
54095872,10251896,18523648
54095872,10251792,18523648
54095872,10251528,18523648
54095872,10249144,18523648
54177792,10253648,22717952
54177792,10251840,22717952
54177792,10252232,22717952
54177792,10251680,22717952
54177792,10252088,22717952
54177792,10254472,22717952
